,,,,,,,09/04/2026,DESATUALIZADO,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/04/2026,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/04/2026 07:05:29,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,Column 23
1942,OK,DASS ITAPIPOCA,2,137021,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,145CM,15507293,121,15502676ITA0360112,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,841051,,8,
1943,OK,DASS ITAPIPOCA,2,137021,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,145CM,15507293,110,15502679ITA0360112,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,841051,,8,
1944,OK,DASS ITAPIPOCA,2,137021,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,145CM,15507293,131,15502682ITA0360112,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,841051,,8,
1945,OK,DASS ITAPIPOCA,2,137022,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,125CM,15511969,621,778942,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,1294335,,8,
1946,OK,DASS ITAPIPOCA,2,137022,1294335,87978,ATAC. M6034C 8MM ALPINA COR 2359,130CM,15511969,493,778943,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,1294335,,8,
1947,OK,DASS ITAPIPOCA,2,137022,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15511969,80,778941,02/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,1387665,,8,
2160,OK,DAKOTA RUSSAS,43,137248,1841372,91719,ATAC. M13499 9MM POLIESTER COR 5492 / COR 012,95CM,20437U,24,,09/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,1841372,,1,
2199,OK,DAKOTA IGUATU,91,137249,9197433,82062,ATAC. M1294 7MM POLIESTER COR 114,75CM,20442U,6,,09/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,9197433,,1,
2200,OK,DAKOTA IGUATU,91,137249,9197433,82062,ATAC. M1294 7MM POLIESTER COR 114,85CM,20442U,6,,09/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,9197433,,1,
2211,NÃO,DAKOTA MARANGUAPE,133,137265,6459034,94400,ATAC. M22063 7MM POLIESTER COR 4434,100CM,20440U,90,,09/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,6459034,,1,
2212,NÃO,DAKOTA MARANGUAPE,133,137265,6459034,94400,ATAC. M22063 7MM POLIESTER COR 4434,110CM,20440U,90,,09/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,6459034,,1,
2469,OK,DILLY NORDESTE,225,137166,22869-1,73822,ATAC. M21020 8MM POLIESTER COR 102,120CM,464279,210,,08/04/2026,17/04/2026,7,,17/04/26,#N/A,#N/A,#N/A,22869-1,,2,
110,OK,DASS ITAPIPOCA,2,134566,1239039,85859,FITA MFG POLIESTER COR 4171,10MM,15252388,90,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1239039,,71,
111,OK,DASS ITAPIPOCA,2,134566,1332433,90954,FITA MFG POLIESTER COR 5774,10MM,15252388,120,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1332433,,71,
112,OK,DASS ITAPIPOCA,2,134566,1286877,74749,FITA MFGP C/ GOMA POLIESTER COR 481,18MM,15252388,470,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,07/05/23,1410867,,71,
113,OK,DASS ITAPIPOCA,2,134566,1288233,74749,FITA MFGP C/ GOMA POLIESTER COR 481,20MM,15252388,480,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,22/01/27,1410867,,71,
114,OK,DASS ITAPIPOCA,2,134566,1363756,89837,FITA MFGP C/ GOMA POLIESTER COR 4171,18MM,15252388,70,0,29/01/2026,20/04/2026,10,PRODUÇAO,20/04/26,#N/A,#N/A,#N/A,1363756,,71,
115,OK,DASS ITAPIPOCA,2,134566,1363756,89837,FITA MFGP C/ GOMA POLIESTER COR 4171,20MM,15252388,70,0,29/01/2026,20/04/2026,10,PRODUÇAO,20/04/26,#N/A,#N/A,#N/A,1363756,,71,
116,OK,DASS ITAPIPOCA,2,134566,1330161,90955,FITA MFGP C/ GOMA POLIESTER COR 5774,18MM,15252388,90,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330161,,71,
117,OK,DASS ITAPIPOCA,2,134566,1330161,90955,FITA MFGP C/ GOMA POLIESTER COR 5774,20MM,15252388,100,0,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330161,,71,
118,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,140,15240643ITA10994-E,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
119,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,140,15240646ITA10994-F,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
120,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,140,15240649ITA10994-G,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
121,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,127,15240652ITA10994-H,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
122,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,188,15240655ITA10998-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
123,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,150,15240658ITA10998-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
124,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,150,15240661ITA10998-C,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
125,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,150,15240664ITA10998-D,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
126,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,150,15240667ITA10998-E,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
127,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,150,15240670ITA10998-F,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
128,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,140CM,15252423,104,15240673ITA10998-G,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
129,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,410,15240643ITA10994-E,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
130,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,410,15240646ITA10994-F,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
131,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,410,15240649ITA10994-G,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
132,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,484,15240652ITA10994-H,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
133,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,441,15240655ITA10998-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
134,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,440,15240658ITA10998-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
135,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,440,15240661ITA10998-C,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
136,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,440,15240664ITA10998-D,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
137,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,440,15240667ITA10998-E,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
138,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,430,15240670ITA10998-F,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
139,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,145CM,15252423,484,15240673ITA10998-G,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
140,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15252423,10,15240655ITA10998-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
141,OK,DASS ITAPIPOCA,2,134567,841052,81781,ATAC. M12109 8MM POLIESTER COR 481,150CM,15252423,13,15240658ITA10998-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841052,,71,
142,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,140CM,15252423,113,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
143,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,140CM,15252423,110,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
144,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,145CM,15252423,301,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
145,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,145CM,15252423,333,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
146,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,150CM,15252423,10,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
147,OK,DASS ITAPIPOCA,2,134567,841051,83062,ATAC. M12109 8MM POLIESTER COR 100,150CM,15252423,11,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,841051,URDIDEIRA,71,
148,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,140CM,15252423,113,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
149,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,140CM,15252423,110,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
150,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,145CM,15252423,301,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
151,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,145CM,15252423,333,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
152,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,150CM,15252423,10,15240779ITA11069-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
153,OK,DASS ITAPIPOCA,2,134567,1248244,85856,ATAC. M12109 8MM POLIESTER COR 4171,150CM,15252423,11,15240782ITA11069-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1248244,MATERIAL PRONTO,71,
154,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,140CM,15252423,108,15240732ITA11068-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
155,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,140CM,15252423,90,15240735ITA11068-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
156,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,140CM,15252423,63,15240738ITA11068-C,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
157,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,145CM,15252423,321,15240732ITA11068-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
158,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,145CM,15252423,300,15240735ITA11068-B,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
159,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,145CM,15252423,323,15240738ITA11068-C,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
160,OK,DASS ITAPIPOCA,2,134567,1330250,90956,ATAC. M12109 8MM POLIESTER COR 5774,150CM,15252423,8,15240732ITA11068-A,29/01/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1330250,,71,
196,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15260348,10,15258611ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
197,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15260348,10,15258614ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
198,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15260348,10,15258617ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
199,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15260348,18,15258620ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
200,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15260348,361,15258611ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
201,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15260348,360,15258614ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
202,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15260348,340,15258617ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
203,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15260348,367,15258620ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
204,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15260348,220,15258611ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
205,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15260348,210,15258614ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
206,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15260348,210,15258617ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
207,OK,DASS ITAPIPOCA,2,134804,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15260348,242,15258620ADL000346-,03/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,66,
234,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,125CM,15303370,13,15302116ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
235,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15303370,140,15302116ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
236,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15303370,140,15302119ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
237,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,130CM,15303370,140,15302122ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
238,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15303370,351,15302116ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
239,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15303370,350,15302119ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
240,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,135CM,15303370,350,15302122ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
241,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15303370,118,15302116ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
242,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15303370,81,15302119ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
243,OK,DASS ITAPIPOCA,2,135094,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,140CM,15303370,70,15302122ADL000359-,11/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,58,
315,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,125CM,15329161,4,15324415ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
316,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,130CM,15329161,100,15324415ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
317,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,130CM,15329161,118,15324417ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
318,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,135CM,15329161,221,15324415ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
319,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,135CM,15329161,259,15324417ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
320,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,140CM,15329161,65,15324415ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
321,OK,DASS ITAPIPOCA,2,135352,1396864,92682,ATAC. M60126 6MM ALPINA COR 2395,140CM,15329161,42,15324417ADL000375-,19/02/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1396864,,50,
529,OK,DASS ITAPIPOCA,2,135792,998350,70164,FITA MFGP C/ GOMA POLIESTER COR 100,10MM,15368691,660,0,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,998350,117392,,39,
530,OK,DASS ITAPIPOCA,2,135793,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15368702,438,15366609ADL000395,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,39,
531,OK,DASS ITAPIPOCA,2,135793,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15368702,199,15366609ADL000395,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380683,,39,
532,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15368702,330,15366550ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
533,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15368702,290,15366553ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
534,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,115CM,15368702,292,15366556ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
535,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15368702,130,15366550ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
536,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15368702,110,15366553ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
537,OK,DASS ITAPIPOCA,2,135793,1380688,94125,ATAC. M60126 6MM ALPINA COR 2454,120CM,15368702,142,15366556ADL000390-,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1380688,,39,
538,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368702,526,15365079ITA11139-A,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
539,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368702,470,15365093ITA11139-B,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
540,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368702,459,15365105ITA11139-C,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
541,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368702,68,15364995ITA11150,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
542,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368702,71,15365079ITA11139-A,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
543,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368702,60,15365093ITA11139-B,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
544,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368702,75,15365105ITA11139-C,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
545,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368702,507,15364995ITA11150,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
546,OK,DASS ITAPIPOCA,2,135793,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368702,124,15364995ITA11150,02/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1387665,,39,
873,OK,DASS ITAPIPOCA,2,136026,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,125CM,15393177,10,15388764ITA0360102,06/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1215467,,35,
874,OK,DASS ITAPIPOCA,2,136026,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,125CM,15393177,20,15388767ITA0360102,06/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1215467,,35,
875,OK,DASS ITAPIPOCA,2,136026,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,135CM,15393177,160,15388764ITA0360102,06/03/2026,20/04/2026,10,,20/04/26,#N/A,#N/A,#N/A,1215467,,35,
